"","x1","x2","x3","x4","x5","x6","x7","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.raccounting","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rhr","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rIT","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rmanagement","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rmarketing","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rproduct_mng","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rRandD","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rsales","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rsupport","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rtechnical","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rhigh","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rlow","D..D.UTA.Studies.UTA_Sem_4.ECON.5336.Project.ECON_Project_1.rmedium","y"
"9025",0.65,4,246,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.63
"9026",0.8,4,199,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.71
"9027",0.69,3,161,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.73
"9028",0.52,5,219,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.69
"9029",0.57,5,162,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.52
"9030",0.66,4,258,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.78
"9031",0.69,3,269,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.94
"9032",0.73,4,201,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.55
"9033",0.38,2,278,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.43
"9034",0.66,3,147,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.77
"9035",0.8,5,247,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.59
"9036",0.54,4,191,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.65
"9037",0.37,2,280,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.82
"9038",0.72,2,191,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.31
"9039",0.65,4,264,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.84
"9040",0.4,3,236,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.15
"9041",0.52,4,271,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.64
"9042",0.63,5,129,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.48
"9043",0.58,4,249,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.82
"9044",0.54,3,188,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.99
"9045",0.52,3,147,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
"9046",0.92,3,273,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.94
"9047",0.81,4,237,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.94
"9048",0.79,3,273,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.77
"9049",0.54,3,190,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.48
"9050",0.68,3,226,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.62
"9051",0.9,4,216,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.61
"9052",0.6,6,205,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.27
"9053",0.65,3,208,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.89
"9054",0.81,4,266,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.58
"9055",0.77,3,249,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.64
"9056",0.88,5,134,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.73
"9057",0.85,2,189,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.74
"9058",0.82,4,143,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.75
"9059",0.84,4,173,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.78
"9060",0.95,6,248,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.18
"9061",0.84,3,186,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
"9062",0.64,5,191,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.89
"9063",0.5,3,227,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.84
"9064",0.38,2,269,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.64
"9065",0.82,3,254,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.53
"9066",0.66,4,180,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.15
"9067",0.62,3,144,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.66
"9068",0.78,5,137,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.49
"9069",0.72,3,223,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.78
"9070",0.75,5,286,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.39
"9071",0.83,3,151,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9
"9072",0.74,5,244,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.96
"9073",0.81,4,216,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.63
"9074",0.74,4,173,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.63
"9075",0.81,3,186,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.89
"9076",0.57,2,205,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.93
"9077",0.59,4,202,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.87
"9078",0.53,3,189,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.56
"9079",0.55,4,181,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.97
"9080",0.51,3,207,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.61
"9081",0.46,4,240,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.73
"9082",0.69,2,164,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.61
"9083",0.71,4,212,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.99
"9084",0.75,4,151,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.57
"9085",0.96,4,197,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.74
"9086",0.61,5,265,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.86
"9087",0.72,4,274,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.68
"9088",0.63,3,201,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.66
"9089",0.89,3,250,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.86
"9090",0.78,3,165,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.85
"9091",0.53,5,186,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.98
"9092",0.73,5,273,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.14
"9093",0.54,5,162,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.2
"9094",0.97,3,141,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.9
"9095",0.96,5,268,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.51
"9096",0.77,3,176,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.63
"9097",0.88,3,223,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.83
"9098",0.72,4,218,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.67
"9099",0.52,4,228,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.96
"9100",0.75,3,204,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.69
"9101",0.9,4,148,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.69
"9102",0.94,3,221,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.64
"9103",0.48,4,271,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.62
"9104",0.75,3,191,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.55
"9105",0.51,4,223,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.98
"9106",0.78,5,250,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.83
"9107",0.77,3,230,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.73
"9108",0.86,3,226,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.58
"9109",0.67,4,182,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.52
"9110",0.7,3,195,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.91
"9111",0.64,3,231,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.72
"9112",0.74,3,224,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7
"9113",0.92,4,229,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.86
"9114",0.57,2,158,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.82
"9115",0.78,4,242,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.83
"9116",0.64,3,183,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.99
"9117",0.58,5,213,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.88
"9118",0.74,4,263,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.68
"9119",0.49,3,237,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9
"9120",0.67,6,126,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.59
"9121",0.71,6,168,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.76
"9122",0.63,5,151,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.23
"9123",0.85,4,239,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.8
"9124",0.49,4,174,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.62
"9125",0.46,5,277,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.28
"9126",0.97,3,133,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.81
"9127",0.91,4,150,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.64
"9128",0.6,5,244,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.76
"9129",0.87,3,232,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.79
"9130",0.91,3,267,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.72
"9131",0.59,5,162,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.22
"9132",0.73,5,228,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.18
"9133",0.49,2,180,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.91
"9134",0.63,2,252,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.69
"9135",0.66,5,212,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.91
"9136",0.84,4,224,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.67
"9137",0.62,2,240,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.98
"9138",0.62,4,183,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.69
"9139",0.74,5,160,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.96
"9140",0.68,4,225,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.69
"9141",0.68,3,268,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.65
"9142",0.75,3,221,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7
"9143",0.94,3,173,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.48
"9144",0.51,4,103,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.48
"9145",0.89,4,196,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.16
"9146",0.97,3,239,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.72
"9147",0.71,3,171,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.91
"9148",0.54,3,243,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.74
"9149",0.56,2,153,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.56
"9150",0.41,6,142,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.56
"9151",0.55,5,168,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.88
"9152",0.9,5,180,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.86
"9153",0.84,4,186,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.66
"9154",0.45,3,236,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.41
"9155",0.83,5,267,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.68
"9156",0.47,3,129,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.59
"9157",0.78,3,181,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.52
"9158",0.54,2,99,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.3
"9159",0.67,5,170,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.44
"9160",0.64,3,195,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.75
"9161",0.94,4,149,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.23
"9162",0.46,6,132,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.34
"9163",0.59,3,164,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.52
"9164",0.83,4,250,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.79
"9165",0.77,3,204,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5
"9166",0.65,3,210,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.89
"9167",0.52,6,98,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.84
"9168",0.47,3,241,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.26
"9169",0.96,5,203,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.57
"9170",0.99,3,257,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.14
"9171",0.62,5,201,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.94
"9172",0.58,2,124,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.3
"9173",0.43,6,175,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.29
"9174",0.75,3,161,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.82
"9175",0.75,4,183,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.62
"9176",0.99,5,262,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.64
"9177",0.52,4,184,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.17
"9178",0.56,3,207,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.75
"9179",0.73,4,185,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.49
"9180",0.58,4,180,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.84
"9181",0.96,4,224,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.48
"9182",0.53,3,184,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.54
"9183",0.99,5,252,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.76
"9184",0.84,4,196,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.77
"9185",0.97,4,203,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.95
"9186",0.83,4,181,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.72
"9187",0.67,4,148,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.74
"9188",0.55,4,211,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9
"9189",0.55,3,246,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.67
"9190",0.55,4,258,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.97
"9191",0.59,3,231,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.55
"9192",0.95,2,184,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.32
"9193",0.42,3,146,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4
"9194",0.54,2,136,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.66
"9195",0.77,4,266,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7
"9196",0.89,2,220,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.69
"9197",0.57,2,248,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.72
"9198",0.65,3,183,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.21
"9199",0.9,3,169,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.91
"9200",0.71,3,132,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.72
"9201",0.72,3,197,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.96
"9202",0.89,4,152,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"9203",0.51,3,126,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.63
"9204",0.74,6,106,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.24
"9205",0.38,4,128,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.44
"9206",0.57,3,191,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.92
"9207",0.51,4,189,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.51
"9208",0.71,5,141,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.77
"9209",0.97,4,220,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8
"9210",0.46,5,118,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.84
"9211",0.88,5,223,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.91
"9212",0.61,3,263,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.64
"9213",0.59,5,209,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.15
"9214",0.58,4,193,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.74
"9215",0.78,4,211,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.94
"9216",0.58,3,192,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.57
"9217",0.63,5,156,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.92
"9218",0.54,5,278,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.76
"9219",0.92,3,199,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.73
"9220",0.6,2,194,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.24
"9221",0.47,2,125,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.42
"9222",0.82,4,96,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.92
"9223",0.94,3,234,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.92
"9224",0.55,6,181,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.68
"9225",0.86,4,246,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.49
"9226",0.98,3,171,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.57
"9227",0.66,3,198,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.3
"9228",0.81,5,280,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.17
"9229",0.49,3,267,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.91
"9230",0.91,3,251,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.83
"9231",0.76,5,182,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.87
"9232",0.8,4,157,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.71
"9233",0.5,3,206,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.88
"9234",0.94,3,237,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.63
"9235",0.58,2,166,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.99
"9236",0.81,4,229,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.99
"9237",0.53,5,256,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.77
"9238",0.69,5,114,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.64
"9239",1,5,243,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.61
"9240",0.82,3,199,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.37
"9241",1,4,188,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.19
"9242",0.87,4,187,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.96
"9243",0.62,4,216,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.8
"9244",0.63,6,215,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.14
"9245",0.69,6,213,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.15
"9246",0.82,4,198,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.52
"9247",0.55,5,121,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.27
"9248",0.96,3,212,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.97
"9249",0.93,2,271,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.52
"9250",0.89,3,186,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.98
"9251",0.95,4,265,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.96
"9252",0.92,3,151,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.28
"9253",0.55,5,206,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.65
"9254",0.63,4,153,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.59
"9255",0.48,4,267,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.64
"9256",0.48,3,161,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.71
"9257",0.84,2,149,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.83
"9258",0.94,2,269,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.95
"9259",0.49,3,248,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.73
"9260",0.75,4,243,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.81
"9261",0.44,2,207,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.71
"9262",0.56,6,111,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8
"9263",0.53,3,226,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.85
"9264",0.7,2,151,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.41
"9265",0.84,4,224,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.51
"9266",0.57,4,146,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.49
"9267",0.55,4,163,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.76
"9268",0.69,4,255,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.57
"9269",0.48,6,196,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.54
"9270",0.74,3,227,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.68
"9271",0.5,3,251,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7
"9272",0.87,4,209,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.77
"9273",0.51,3,254,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.95
"9274",0.64,3,249,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5
"9275",0.53,4,131,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.99
"9276",0.51,5,142,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.94
"9277",0.66,3,239,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.83
"9278",0.81,3,225,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.64
"9279",0.73,6,170,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.16
"9280",0.71,3,254,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.83
"9281",0.73,4,156,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.93
"9282",0.64,3,151,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.32
"9283",0.9,3,200,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.12
"9284",0.5,3,184,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5
"9285",0.74,3,257,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.57
"9286",0.75,5,194,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.25
"9287",0.56,3,139,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.98
"9288",0.51,3,273,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.81
"9289",0.63,5,261,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.94
"9290",0.57,3,135,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.83
"9291",0.4,4,207,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.77
